Rank,PreviousRank,Period,BookID,Title,Subtitle,ISBN,CmdtCode,ReleaseDate,Publisher,Author,Price,SalePrice,DiscountRate,Score,ReviewCount
237,238,2026061020260616,S000061352347,구글 엔지니어는 이렇게 일한다,"구글러가 전하는 문화, 프로세스, 도구의 모든 것",116224562X,9791162245620,20220510,한빛미디어,타이터스 윈터스 외,45000,40500,10.0,9.9,53
238,239,2026061020260616,S000001834833,면접을 위한 CS 전공지식 노트,"디자인 패턴, 운영체제, 데이터베이스, 자료 구조, 네트워크, 개발자 면접",1165219522,9791165219529,20220428,길벗,주홍철,24000,21600,10.0,9.3,72
239,201,2026061020260616,S000001810432,혼자 공부하는 SQL,,1162244739,9791162244739,20211101,한빛미디어,우재남,24000,21600,10.0,9.7,58
240,362,2026061020260616,S000001810323,밑바닥부터 시작하는 딥러닝 3,파이썬으로 직접 구현하며 배우는 딥러닝 프레임워크,1162243597,9791162243596,20201110,한빛미디어,사이토 고키 외,38000,34200,10.0,9.8,51
241,202,2026061020260616,S000220176852,게임 스토리텔링의 기술,픽셀과 문장 사이,1140718827,9791140718825,20260630,길벗캠퍼스,김세정,34000,34000,0.0,0.0,0
242,289,2026061020260616,S000220095142,기업 AI자동화를 위한 클로드 AI활용,클로드로 실현하는 업무 혁신과 생산성 극대화,1194548237,9791194548232,20260528,미디어북,최재용 외,20000,20000,0.0,0.0,0
243,205,2026061020260616,S000220004305,비개발자도 클로드 코드로 쉽게 만드는 AI 웹 서비스,기획 및 설계부터 개발 및 배포까지 혼자서 완성하는 AI 웹 실전 가이드,1198685387,9791198685384,20260525,위즈앤북(Wiznbook),최원재,25000,22500,10.0,10.0,2
244,247,2026061020260616,S000219971779,2026 원큐패스 ISMS-P 기본서 인증심사원 자격검정: 핵심이론+실전문제,,8927775813,9788927775812,20260515,다락원,김창중 외,50000,45000,10.0,0.0,0
245,207,2026061020260616,S000219812444,스토리 엔지니어링,모든 장르에 활용 가능한 AI 콘텐츠 전략,1194630758,9791194630753,20260508,생능북스,김우정,16800,15120,10.0,9.5,31
246,208,2026061020260616,S000219661790,돈이 되네? 수익과 성장이 동시에 터지는 네이버 블로그,"N잡러, 경단녀, 육아맘을 위한 체험단, 애드포스트, 원고료, 브랜드 협업, 제휴마케팅, 쇼핑 커넥트까지 1일 1포스팅 꾸준함으로 완성하는 실전 수익화 비법",1194383998,9791194383994,20260423,골든래빗(주),정소희,25800,23220,10.0,10.0,11
247,209,2026061020260616,S000219682460,된다! AI 디자인 2026,나노 바나나 + 미드저니 + 포토샵 AI,1163038474,9791163038474,20260421,이지스퍼블리싱,김희재,29800,26820,10.0,9.7,14
248,300,2026061020260616,S000219594757,한 권으로 끝내는 피지컬 AI ROS2 입문+실전(종합편),"ROS2, LIDAR, Camera, ESP32, micro-ROS",119305978X,9791193059784,20260410,앤써북,서민우 외,25500,22950,10.0,10.0,6
249,301,2026061020260616,S000219598383,AI 프로덕트는 어떻게 만들어지는가,"AX 시대, PM·디자이너·리서처·개발자가 반드시 알아야 할 AI 프로덕트의 모든 단계",1175790419,9791175790414,20260410,한빛미디어,류인태 외,25000,22500,10.0,10.0,2
250,210,2026061020260616,S000219544704,맛있는 디자인 프리미어 프로 CC 2026,,1175790346,9791175790346,20260402,한빛미디어,심수진 외,27000,24300,10.0,10.0,1
251,559,2026061020260616,S000219524838,돈이 들어오는 무재고 위탁판매 쇼핑몰,도매매&스마트스토어&쿠팡으로 운영하는 무재고 위탁판매 가이드,1167640985,9791167640987,20260330,혜지원,전진수,17000,15300,10.0,9.2,5
252,212,2026061020260616,S000219468919,인스타툰 그리기 with 클립 스튜디오: 인스타툰 채널을 키우고 수익화하는 실전 노하우부터 완성이 빨라지는 클립 스튜디오 활용 꿀팁까지!,"캐릭터 디자인, 기획&브랜딩, 스토리텔링 템플릿 제공",1175790206,9791175790209,20260323,한빛미디어,새나곰(정은아),23000,20700,10.0,10.0,8
253,305,2026061020260616,S000219545609,앗싸 나도 되네! 오늘부터 바로 써먹는 AI 보험영업 활용법,대수굿쌤의 AI활용 영업실전 67가지,1194868460,9791194868460,20260317,재노북스,조대수,28000,25200,10.0,10.0,3
254,308,2026061020260616,S000219340755,n8n 업무 자동화 일잘러 되기,"웹 스크래핑, GPT API, RAG 챗봇, 10가지 자동화 워크플로, n8n 업무 자동화 능력자가 되기 위한 풀 패키지",1194383491,9791194383499,20260313,골든래빗(주),메이허 외,36000,32400,10.0,9.8,17
255,183,2026061020260616,S000219349738,코어 프런트엔드 UI,리액트와 순수 자바스크립트로 키우는 실무 사고력,1158396600,9791158396602,20260310,위키북스,정재남,38000,34200,10.0,10.0,4
256,309,2026061020260616,S000219342151,파이토치로 배우는 LLM & AI,"머신러닝 기초부터 RAG, LLM 미세 튜닝, 스테이블 디퓨전까지 코드로 마스터하기",1175790222,9791175790223,20260306,한빛미디어,로런스 모로니 외,36000,32400,10.0,10.0,11
257,253,2026061020260616,S000219305430,엑셀 대신 챗GPT,함수 대신 프롬프트! 바이브 엑셀로 일하는 법,117579001X,9791175790018,20260301,한빛미디어,감자나라ai(오종현),22000,19800,10.0,9.2,4
258,254,2026061020260616,S000219181316,대체불가 나노 바나나 완전정복,300가지 무한 활용법: 나노 바나나와 함께 하는 제미나이/구글 AI 스튜디오/이미지 FX/플로우/베오,1194000134,9791194000136,20260227,책바세,이용태,27000,24300,10.0,10.0,4
259,186,2026061020260616,S000219186336,2026 이기적 프로그래밍기능사 필기 기출 900제,,8931479743,9788931479744,20260227,영진닷컴,임승현,17000,15300,10.0,0.0,0
260,189,2026061020260616,S000218965390,2026 에듀윌 SQLD SQL 개발자 2주끝장+무료특강,핵심이론+실전핵심문제+기출 복원 모의고사,1136040595,9791136040596,20260211,에듀윌,김남규,24000,21600,10.0,9.6,19
261,409,2026061020260616,S000219025412,왕초보 시니어도 쉽게 따라 하는 챗GPT 사용법,삶의 질 200% 상승하는 AI 활용 능력의 첫걸음,1194630464,9791194630463,20260130,생능북스,곽민철 외,16800,15120,10.0,10.0,26
262,217,2026061020260616,S000219025005,2026 빠르게 따는 SQLD SQL 개발자,1권(기본이론+연습/실전문제)+2권(빈출 족보+기출+모의고사+빈출XO),1194383718,9791194383710,20260126,골든래빗(주),이유성 외,24000,21600,10.0,10.0,24
263,255,2026061020260616,S000219075213,2026 선넘는 ADsP 데이터분석 준전문가 라임북,,1192967364,9791192967363,20260120,쏠티북스,공석민,31000,27900,10.0,10.0,4
264,256,2026061020260616,S000218974231,2026 해커스 정보처리기사 실기 한권합격 이론+최신기출,최신 기출 19회분 | 유형별 핵심정리 | 정보처리기사 무료 특강 | 본 교재 인강,8969656367,9788969656360,20260116,해커스자격증,한미현 외,37000,33300,10.0,9.2,14
265,319,2026061020260616,S000218779120,2026 이기적 웹디자인개발기능사 필기+실기 올인원,,8931480121,9788931480122,20260115,영진닷컴,이민희,41000,36900,10.0,10.0,4
266,221,2026061020260616,S000218667743,2026 한 권으로 끝장내는 이기적X커미조아가현샘 컴퓨터활용능력 1급 실기,저자 직강 무료 동영상 강의 + 자동 채점 서비스 + 또기적 합격자료집 PDF,8931478070,9788931478075,20260115,영진닷컴,박가현,26000,23400,10.0,10.0,16
267,223,2026061020260616,S000218881748,2026 에듀윌 ADsP 데이터분석 준전문가 2주끝장,핵심이론+개념 확인 문제+기출 복원 모의고사,1136040129,9791136040121,20260111,에듀윌,윤소영,28000,25200,10.0,8.5,8
268,224,2026061020260616,S000218790660,수노SUNO로 시작하는 AI 작곡,"10분이면 완성하는 배경음악, 대중음악, 동요 제작 가이드",1194587917,9791194587910,20251218,제이펍,강성우 외,20000,18000,10.0,9.0,9
269,260,2026061020260616,S000218609731,2026 수제비 정보처리기사 필기 기출문제집,2025까지 기출 완벽 정리 + 최신 기출 100% 반영 + 동영상 강좌,1199551007,9791199551008,20251208,수제비출판사,윤영빈 외,22000,19800,10.0,10.0,7
270,431,2026061020260616,S000218604704,그림으로 이해하는 도커와 쿠버네티스,"도커와 쿠버네티스, 쉽고 재미있게 시작하자!",1140716565,9791140716562,20251120,길벗,토쿠나가 코헤이 외,22000,19800,10.0,10.0,16
271,433,2026061020260616,S000218315458,2026 이공자 ITQ 파워포인트 2021(좌무선),,1192695763,9791192695761,20251103,아카데미소프트,KIE기획연구실 외,17000,15300,10.0,10.0,4
272,616,2026061020260616,S000218263084,2026 이공자 ITQ 한글 2022(좌무선),,1192695747,9791192695747,20251103,아카데미소프트,KIE기획연구실 외,17000,15300,10.0,0.0,0
273,324,2026061020260616,S000218186158,스레드 운영법,스레드 브랜딩·마케팅·수익화 실전 전략,1169214347,9791169214346,20251024,한빛미디어,이동영,20000,18000,10.0,9.7,26
274,437,2026061020260616,S000218194332,회사에서 바로 통하는 엑셀 FOR STARTERS,,1169214444,9791169214445,20251020,한빛미디어,전미진,17000,15300,10.0,9.8,20
275,328,2026061020260616,S000217419082,된다! 미리캔버스&캔바 디자인 수업,"소상공인, 마케터, 직장인을 위한",1163037621,9791163037620,20250915,이지스퍼블리싱,방구석 다람쥐(배가을),24000,21600,10.0,9.9,17
276,442,2026061020260616,S000217187027,2026 이기적 웹디자인개발기능사 필기 절대족보,,8931476566,9788931476569,20250825,영진닷컴,이민희,19000,17100,10.0,10.0,1
277,335,2026061020260616,S000216922517,10분 만에 따라 하는 Claude MCP 업무 자동화 혁신 가이드,비개발자도 쉽게 만드는 AI 기반 스마트 워크플로,1194084192,9791194084198,20250710,리코멘드,이호준,18800,16920,10.0,9.2,6
278,264,2026061020260616,S000216465221,AI를 활용한 법률문서 작성법,김종엽 변호사가 공개하는 핵심 프롬프트,1130349845,9791130349848,20250516,박영사,김종엽,27000,27000,0.0,10.0,12
279,267,2026061020260616,S000216933369,시노비가미 유파북 히라사카 기관,,1188546619,9791188546619,20250413,티알피지클럽(TRPG CLUB),카와시마 토이치로 외,20000,20000,0.0,8.8,2
280,270,2026061020260616,S000214888758,누구나 아는 나만 모르는 엑셀,이보다 더 쉬운 엑셀 책은 없습니다,1169213154,9791169213158,20241129,한빛미디어,누나IT(이성원),17000,15300,10.0,9.6,23
281,275,2026061020260616,S000213914864,2024 국가공인 SQLP 자격검정 핵심노트 2,,1191941094,9791191941098,20240712,디비안(주)(DBian),조시형,32000,32000,0.0,10.0,4
282,349,2026061020260616,S000213155598,게임 기획의 정석,,1192820096,9791192820095,20240430,스타비즈,타이난 실베스터 외,30000,27000,10.0,5.0,2
283,278,2026061020260616,S000212174672,모두의 네트워크 기초,10일만에 배우는 네트워크,1140707213,9791140707218,20240131,길벗,서지영,24000,21600,10.0,9.8,19
284,279,2026061020260616,S000201900667,모던 로보틱스,"역학, 계획 및 제어",1161757384,9791161757384,20230531,에이콘출판,케빈 M. 린치 외,50000,45000,10.0,9.0,3
285,355,2026061020260616,S000201558138,파이썬 라이브러리를 활용한 데이터 분석,,116921097X,9791169210973,20230501,한빛미디어,웨스 맥키니 외,39000,35100,10.0,9.8,22
286,280,2026061020260616,S000200467471,혼자 공부하는 데이터 분석 with 파이썬,1:1 과외하듯 배우는 데이터 분석 자습서,1169210287,9791169210287,20230102,한빛미디어,박해선,26000,23400,10.0,9.7,57
287,237,2026061020260616,S000061350535,무조건 돈 버는 카카오 이모티콘 만들기,이모티콘 한 개로 1억 2천만 원을 번 김나무의 이모티콘 제작 비법,8927813049,9788927813040,20220601,중앙북스,김나무,17500,15750,10.0,9.9,33
288,364,2026061020260616,S000001804950,양자 컴퓨터 원리와 수학적 기초,"스핀부터 큐비트, 얽힘, 중첩, 양자 알고리즘, 양자 암호화",1161754458,9791161754451,20200831,에이콘출판,크리스 베른하트 외,25000,22500,10.0,9.9,28
289,816,2026061020260616,S000001937368,데이터아키텍처 준전문가(DAsP) 한 권으로끝내기,핵심요약 및 연습문제,1190215020,9791190215022,20200429,마크리더,김상목,19000,17100,10.0,8.4,40
290,281,2026061020260616,S000001868743,운영체제,,1185475575,9791185475578,20200228,퍼스트북,Abraham Silberschatz 외,39000,39000,0.0,8.9,43
291,283,2026061020260616,S000001766367,오브젝트,코드로 이해하는 객체지향 설계,1158391404,9791158391409,20190617,위키북스,조영호,38000,34200,10.0,9.8,49
292,284,2026061020260616,S000001868716,컴퓨터 시스템,,1185475214,9791185475219,20160831,피어슨에듀케이션코리아,Randal E. Bryan 외,39000,39000,0.0,8.9,20
293,242,2026061020260616,S000220152188,"그냥 따라하다 배우는, AI 3D 모델링",,1186573880,9791186573884,20260626,비엘북스,양영민,25000,22500,10.0,0.0,0
294,373,2026061020260616,S000220216809,Do it! 스프링 AI를 활용한 AI 에이전트 개발 입문,LLM+RAG+도구 호출+MCP+멀티모달+벡터 DB,1163038733,9791163038733,20260615,이지스퍼블리싱,박매일,34000,30600,10.0,0.0,0
295,286,2026061020260616,S000220211361,블렌더 3D 아트워크 완성 클래스,"모델링부터 AI 애드온까지, 나만의 감성 카페 만들기",8931483694,9788931483697,20260615,영진닷컴,장승필,28000,25200,10.0,0.0,0
296,244,2026061020260616,S000220004203,처음 시작하는 클라우드와 AWS,"비유와 예제로 배우는 기본 개념부터, 다양한 실습 프로젝트까지",1164262777,9791164262779,20260615,아이콕스,허유빈,21000,18900,10.0,10.0,2
297,375,2026061020260616,S000220111902,다중 에이전트 시스템을 위한 컨텍스트 엔지니어링,더 적은 토큰으로 더 똑똑하게 일하는 체계적 접근법,1158396872,9791158396879,20260612,위키북스,데니스 로스먼 외,32000,28800,10.0,0.0,0
298,521,2026061020260616,S000220167465,혼자 해도 프로 선생님처럼 잘 만드는 학교 수업 자료 with 제미나이,"나노바나나, Omni, 노트북LM, 구글 AI 스튜디오를 활용한 학교 수업 자료 만들기",1175790613,9791175790612,20260612,한빛미디어,김태훈 외,22000,19800,10.0,0.0,0
299,287,2026061020260616,S000220049009,유튜브 AI 비서 고용하기 제미나이 X 노트북LM X 구글 스프레드시트,"기획, 벤치마킹, 댓글 관리, 일일이 하느라 편집할 시간도 없다면?",1124516212,9791124516218,20260601,골든래빗(주),조현정,24000,21600,10.0,0.0,0
300,288,2026061020260616,S000219973675,죽음의 스프링 배치 6,새벽 3시의 처절한 공포는 이제 끝이다,1161759816,9791161759814,20260528,에이콘출판,KILL-9,34000,30600,10.0,0.0,0
301,290,2026061020260616,S000220049253,AI 이해력,우리가 질문하면 AI는 어떻게 답을 하는가?,1193229464,9791193229460,20260526,로드북,박민경,25000,22500,10.0,0.0,0
302,380,2026061020260616,S000219926914,최고의 n8n AI 자동화 강의,"n8n 글로벌 앰배서더가 명쾌하게 알려 주는 업무 자동화의 모든 것 with AI 에이전트, 구글 서비스, 메신저",1194084338,9791194084334,20260520,리코멘드,박정기,22000,19800,10.0,10.0,7
303,534,2026061020260616,S000219981958,어디서든 유튜브 프로듀싱 with 아이패드 파이널 컷 프로 + AI,"쇼츠, 릴스, 틱톡 숏폼과 유튜브를 위한 챗GPT 기획, 제미나이 영상 생성, 파이널 컷 AI 활용",1165923475,9791165923471,20260519,비제이퍼블릭,남시언,23000,20700,10.0,10.0,5
304,383,2026061020260616,S000219941129,"함수형 설계, 객체 지향과 만나다",다르면서 통하는 두 패러다임의 공명,8966265375,9788966265374,20260514,인사이트,로버트 C. 마틴 외,33000,29700,10.0,0.0,0
305,537,2026061020260616,S000219854748,"베테랑 AI 전문가가 만든 가장 쉬운 그록 AI 활용! Grok(그록)으로 무엇이든 만들 수 있다 (AI 비서 · 영상 만들기, 유튜브 수익화)","플로우, 수노AI, 캡컷, 리듬믹스 | 그록 AI 활용 QR코드 제공",1193205905,9791193205907,20260510,광문각출판미디어,이현 외,19000,19000,0.0,10.0,11
306,385,2026061020260616,S000219862431,알고 나면 무조건 써먹는 실무 엑셀,20년 차 기업 교육 No.1 엑셀 강사 정훈희쌤이 알려주는 엑셀 왕초보 강의,1175790508,9791175790506,20260506,한빛미디어,정훈희,23000,20700,10.0,9.6,9
307,296,2026061020260616,S000219682668,소프트웨어 설계의 결합 균형,균형 잡힌 커플링으로 복잡한 시스템을 견고하게 만드는 모듈형 설계 원칙,1124205489,9791124205488,20260430,제이펍,블라드 코노노프 외,30000,27000,10.0,0.0,0
308,248,2026061020260616,S000219744300,다시 찾는 디지털 서비스를 만드는 8가지 법칙,사용자 경험으로 매출을 높이는 실전 UX/UI 전략,1194587968,9791194587965,20260430,제이펍,권혜민,20000,18000,10.0,10.0,8
309,249,2026061020260616,S000219727041,바이브 코딩 with 구글 안티그래비티,코드 한 줄 몰라도 내 손으로 만드는 12가지 웹/앱 서비스,893148318X,9788931483185,20260430,영진닷컴,노성환,18000,16200,10.0,10.0,14
310,298,2026061020260616,S000219655355,"AI 리터러시 플러스: 인공지능 기본부터 도구 선택, 조합, 실전 활용까지",AI 나만 못 쓰나? 지금도 Q&A에 멈춰 있는 당신에게,896540438X,9788965404385,20260417,프리렉,김용성,25000,22500,10.0,9.8,16
311,552,2026061020260616,S000219523103,"어쨌든, 에이전틱 코딩",바이브 코딩을 끝내고 에이전틱 엔지니어링으로 가는 레시피,8966265286,9788966265282,20260410,인사이트,코다프레스 외,25000,22500,10.0,9.2,3
312,302,2026061020260616,S000219856315,2026 Perfect 전산세무 1급,,1189986795,9791189986797,20260403,도서출판배움,황향숙,38000,34200,10.0,0.0,0
313,251,2026061020260616,S000219518985,바로바로 바이브 코딩 with 커서 AI,"인공지능, 자동화, 크롤링, 웹페이지, 바로 배우고 바로 써먹는 AI 코딩 입문서",1194383874,9791194383871,20260403,골든래빗(주),박현규,30000,27000,10.0,10.0,8
314,303,2026061020260616,S000219511442,30가지 예제로 따라 하며 배우는 ComfyUI 클라우드,"ComfyUI 하나로 나노 바나나, Veo, Kling AI, WAN, Topaz Video까지 활용!",1124205446,9791124205440,20260331,제이펍,여승호 외,22000,19800,10.0,10.0,7
315,390,2026061020260616,S000219615800,2026 원큐패스 3D프린터운용기능사 필기 실기(오토데스크 퓨전),,8927775791,9788927775799,20260330,다락원,박나래,32000,28800,10.0,0.0,0
316,306,2026061020260616,S000219385713,된다! AI 상위 노출,,1163038326,9791163038320,20260317,이지스퍼블리싱,이중대,19000,17100,10.0,10.0,28
317,402,2026061020260616,S000219142673,2026 이기적 전산회계 2급 이론+실무+기출문제,,8931479662,9788931479669,20260220,영진닷컴,정창화,20000,18000,10.0,10.0,3
318,316,2026061020260616,S000219071696,출근길에 읽고 퇴근길에 완성하는 바이브 코딩,"IT 지식부터 웹사이트, 챗봇 앱 개발까지",8966265189,9788966265183,20260202,더 타이즈,노승헌,22000,19800,10.0,10.0,1
319,406,2026061020260616,S000219084184,데이터 엔지니어링 디자인 패턴,"데이터 수집부터 품질, 오케스트레이션, 관찰 가능성까지 반복되는 문제를 해결하는 70가지 패턴 전략",1175790117,9791175790117,20260130,한빛미디어,바르토시 코니에치니 외,35000,31500,10.0,10.0,3
320,218,2026061020260616,S000219026770,2026 에듀윌 빅데이터분석기사 필기 한권끝장,핵심이론+개념체크 문제+기출 복원 모의고사,1136041141,9791136041142,20260123,에듀윌,윤소영,33000,29700,10.0,9.9,36
321,317,2026061020260616,S000219135223,멘토시리즈 MOS 365 파워포인트,,1189028522,9791189028527,20260121,코리아교육그룹,코리아교육그룹 교육연구소,17000,15300,10.0,10.0,2
322,192,2026061020260616,S000218961344,2026 퀵패스 AI-POT AI 프롬프트 활용능력 2급,한국생산성본부(KPC) 공식인증교재,1198776250,9791198776259,20260119,퀵패스,김유성 외,29300,26370,10.0,10.0,10
323,257,2026061020260616,S000218881966,2026 이기적 정보처리기사 실기 기출 600제,,8931480407,9788931480405,20260115,영진닷컴,이성행,29000,26100,10.0,8.0,4
324,222,2026061020260616,S000218742895,2026 이기적 멀티미디어콘텐츠제작전문가 필기 최신문제집,기출 10회분 수록+ 실기시험 핵심요약 제공+CBT 온라인 문제집,8931481187,9788931481181,20260115,영진닷컴,김유경(60kim),23000,20700,10.0,10.0,6
325,598,2026061020260616,S000218881475,LLM을 위한 프롬프트 엔지니어링,"LLM 구조 이해부터 프롬프트 전략, 대화형 에이전트 설계, 성과 평가까지",1194587801,9791194587804,20260108,제이펍,존 베리먼 외,28000,25200,10.0,10.0,10
326,320,2026061020260616,S000218917446,<소문난 명강의> 유리링의 실전 게임 시스템 기획,"게임 시스템, 규칙 설계, 데이터 테이블, UX까지! 감으로 만들던 게임을 논리로 완성하는 게임 기획 튜토리얼",1175790028,9791175790025,20260105,한빛미디어,정윤지,25000,22500,10.0,10.0,3
327,259,2026061020260616,S000218845536,이게 되네? AI 쇼츠 만들기 미친 자동화 22제,동영상 강의 제공 / 프롬프트 복붙 사이트 제공 / 카카오톡 Q&A 제공,119438367X,9791194383673,20260101,골든래빗(주),천은영,26000,23400,10.0,10.0,9
328,426,2026061020260616,S000218668796,개발자를 위한 AI 알고리즘,"정렬·탐색·그래프부터 LSTM·GRU·RNN, 트랜스포머까지 50가지 알고리즘",8931481551,9788931481556,20251205,영진닷컴,임란 아마드 외,35000,31500,10.0,10.0,8
329,607,2026061020260616,S000218778791,2026 이공자 ITQ OA Master,한글 2022(한글 2020 포함)+파워포인트 2021+엑셀 2021,1192695801,9791192695808,20251201,아카데미소프트,KIE기획연구실,30000,27000,10.0,10.0,3
330,608,2026061020260616,S000218631197,2026 이공자 ITQ 엑셀 2021,,119269578X,9791192695785,20251201,아카데미소프트,KIE기획연구실,17000,15300,10.0,10.0,3
331,429,2026061020260616,S000218613271,이론부터 실전까지 AI 에이전트 완벽 마스터,LLM·RAG 기본부터 지식 그래프·강화학습·멀티 에이전트 심화까지,896540424X,9788965404248,20251128,프리렉,살바토레 라이엘리 외,42000,37800,10.0,10.0,11
332,261,2026061020260616,S000218194049,나노 바나나,"제미나이와 함께 이미지+동영상 생성 / 제미나이, 베오3, 위스크, 구글 AI 스튜디오까지!",1194630359,9791194630357,20251110,생능북스,문수민 외,24000,21600,10.0,9.9,49
333,621,2026061020260616,S000218183225,2026 이기적 GTQ 포토샵 1급 기본서 ver. CC,,8931476620,9788931476620,20251027,영진닷컴,일마,24000,21600,10.0,10.0,5
334,435,2026061020260616,S000218309021,PLAY! SOLIDWORKS솔리드웍스 2026 ASSEM&DRAW BASIC,,1191218392,9791191218398,20251025,청담북스,원동현,20000,18000,10.0,0.0,0
335,438,2026061020260616,S000217937669,2026 이기적 빅데이터분석기사 실기 Python 기본서,최신 기출문제 수록 + 동영상 강의 무료 제공,8931480342,9788931480344,20251017,영진닷컴,이삭 외,32000,28800,10.0,9.5,7
336,325,2026061020260616,S000217579052,2026 이기적 컴퓨터활용능력 2급 실기 기출문제집,기출문제 따라하기+실전 모의고사+100% 무료강의,8931480113,9788931480115,20251010,영진닷컴,박윤정,16000,14400,10.0,10.0,5
337,326,2026061020260616,S000217551114,2026 이기적 컴퓨터활용능력 1급 실기 기출문제집,,8931480105,9788931480108,20251003,영진닷컴,박윤정,22000,19800,10.0,9.7,15
338,439,2026061020260616,S000217576068,요즘 개발자를 위한 시스템 설계 수업,기초 개념부터 X·인스타그램·구글 독스·넷플릭스 사례 학습과 면접 대비까지,1140715925,9791140715923,20250926,길벗,디렌드라 신하 외,35000,31500,10.0,9.0,18
339,440,2026061020260616,S000217502880,"기본 이론에서 실무 예제까지, HANA 기반 Easy ABAP 3.0",SAP ERP 개발자를 위한 완벽 가이드,8965404223,9788965404224,20250922,프리렉,김성준 외,60000,54000,10.0,10.0,4
340,626,2026061020260616,S000217369433,AI 광고 제작,"비용 걱정 No, 하루 1시간에 완성! 숏폼 홍보 영상부터 브랜드 광고까지",1140715569,9791140715565,20250922,길벗,문수민 외,27000,24300,10.0,10.0,26
341,262,2026061020260616,S000217231809,2026 이기적 워드프로세서 실기 기본서 ver. 한글2022,,893147959X,9788931479591,20250829,영진닷컴,송재현 외,18000,16200,10.0,10.0,9
342,329,2026061020260616,S000217334495,된다 하루 만에 만드는 AI 사진 & 이미지,챗GPT부터 미드저니까지 다 통한다!,1163037575,9791163037576,20250826,이지스퍼블리싱,김원석,17800,16020,10.0,10.0,23
343,443,2026061020260616,S000217230417,실전! 프로젝트로 배우는 딥러닝 컴퓨터비전,영상분석 이론부터 엔비디아 젯슨 나노를 활용한 자율주행 실습까지,1158396317,9791158396312,20250819,위키북스,김혜진 외,35000,31500,10.0,10.0,2
344,330,2026061020260616,S000217278892,회사에서 바로 통하는 오토캐드 AutoCAD 2026,"건축, 인테리어, 기계 실무 도면 기본기 완성",1169214096,9791169214094,20250818,한빛미디어,심미현,29000,26100,10.0,10.0,11
345,331,2026061020260616,S000217098357,AI 에이전트 생태계,프레임워크와 프로토콜로 여는 새로운 패러다임,1193229340,9791193229347,20250804,로드북,조쉬(이주환),27000,24300,10.0,9.8,27
346,333,2026061020260616,S000217146559,2026 에듀윌 분개로 익히는 기초회계원리 2주완성,전산시험 기출 23회분 포함,113603854X,9791136038548,20250728,에듀윌,김성수 외,22000,19800,10.0,10.0,6
347,447,2026061020260616,S000216841733,2026 ADP 필기 데이터 분석 전문가: 올패키지,최신기출문제와 서술형문제 수록,1193672295,9791193672297,20250715,데이터에듀,윤종식,53000,47700,10.0,8.3,9
348,334,2026061020260616,S000216858037,2026 이기적 ADsP 데이터분석 준전문가 기본서,이론서+기출문제,8931477201,9788931477207,20250714,영진닷컴,임경덕,25000,22500,10.0,9.6,27
349,450,2026061020260616,S000216905688,나는 CODAP으로 데이터 분석한다,CODAP으로 배우는 데이터 분석의 정석,1156726077,9791156726074,20250625,씨마스,최정원 외,25000,22500,10.0,10.0,39
350,337,2026061020260616,S000216858506,생성형 AI를 위한 프롬프트 엔지니어링,"랭체인, 스테이블 디퓨전, 미드저니, 챗GPT를 다루는 가장 실용적인 방법",1169213995,9791169213998,20250623,한빛미디어,제임스 피닉스 외,38000,34200,10.0,10.0,10
351,339,2026061020260616,S000216672176,업무와 일상을 정리하는 새로운 방법 노션,"생각 정리부터 업무 생산성, 협업 관리 도구를 노션 하나로!",119458733X,9791194587330,20250602,제이펍,전시진,24000,21600,10.0,9.8,23
352,340,2026061020260616,S000216240484,RAG 마스터: 랭체인으로 완성하는 LLM 서비스,멀티모달·그래프 RAG·에이전트·파인튜닝까지,896540410X,9788965404101,20250428,프리렉,브라이스 유 외,32000,28800,10.0,8.9,15
353,341,2026061020260616,S000216210672,7가지 프로젝트로 배우는 LLM AI 에이전트 개발,"OpenAI, LangChain, LlamaIndex, MetaGPT 기초부터 실무까지 한 권으로 완성하는 인공지능 에이전트 개발",1194587208,9791194587200,20250422,제이펍,황자 외,36000,32400,10.0,10.0,9
354,342,2026061020260616,S000216124230,IT 인프라 기초,비전공자도 한 번에 이해하는 IT 서비스 개발과 운영의 모든 것,1193083281,9791193083284,20250401,루비페이퍼,장두환,22000,19800,10.0,10.0,6
355,344,2026061020260616,S000215157876,된다! 맥북&아이맥: 맥OS 세쿼이아 판,애플 필수 앱 사용법부터 아이폰 미러링까지!,1163036692,9791163036692,20250121,이지스퍼블리싱,쌤쌤티비 외,19000,17100,10.0,9.8,14
356,269,2026061020260616,S000215078858,이게 되네? 챗GPT 미친 활용법 71제,"7배 더 빠르게, 7배 나은 퀄리티로 진짜 현업에 사용해온 오대리의 ‘71가지 미친 업무 자동화’ with o1, 소라, 캔버스, 서치, 프로젝트, 고급 음성모드, GPTs",1194383114,9791194383116,20250110,골든래빗(주),오힘찬,24000,21600,10.0,10.0,33
357,463,2026061020260616,S000214663588,5 디지털포렌식 기초실무와 법률,디지털 포렌식 검정시험 필기,1198446897,9791198446893,20241101,에스엠디자인,천성덕 외,42000,37800,10.0,10.0,2
358,706,2026061020260616,S000214014826,블렌더로 애니 그림체 캐릭터를 만들어보자!: 모델링편,,112747927X,9791127479275,20240810,AK IT,나츠모리 카츠 외,42800,38520,10.0,9.8,10
